keyword,title,link,summary,date
LG 에너지솔루션,"LG에너지솔루션, 르노에 '전기차용 LFP배터리' 대규모 수주",http://www.metroseoul.co.kr/article/20240702500083," 지난 1일 프랑스 파리 르노 본사에서 LG에너지솔루션과 르노가 전기차용 LFP 배터리 공급계약을 체결했다. (왼쪽부터) 르노 CTO 질 르 보르네(Gille Le Borgne) 부사장, LG에너지솔루션 자동차개발센터장 최승돈 부사장, 르노 CPO 프랑스아 프로보(Francois Provost) 부사장, LG에너지솔루션 자동차전지 사업부장... ",2024-07-02
LG 에너지솔루션,"LG에너지솔루션, 호주 리튬 광산에 대규모 투자...공급망 강화",https://www.newsway.co.kr/news/view?ud=2024070213220703943, LG에너지솔루션이 호주 리튬 광산 업체에 대규모 투자를 통해 핵심 원재료 글로벌 공급망의 펀더멘탈(기초체력)을 더욱 강화한다. LG에너지솔루션은 호주 리튬 광산 업체 라이온타운(Liontown Resources Ltd.)과 대규모 리튬 정광(精鑛) 공급 및 전환사채 투자 계약을 체결했다고 2일 밝혔다. 리튬 정광은 리튬... ,2024-07-02
LG 에너지솔루션,"[특징주] LG에너지솔루션, 르노와 대규모 LFP 공급계약 체결에 상승",https://www.moneys.co.kr/article/2024070213213622880, LG에너지솔루션이 전기차용 리튬인산철(LFP) 배터리 첫 대규모 수주에 성공한 가운데 주가가 상승세다. 국내 배터리 업체 중 차량용 LFP 배터리 공급 계약을 맺은 곳은 LG에너지솔루션이 처음이다. 2일 오후 2시17분 기준 LG에너지솔루션 주가는 전 거래일 대비 1000원(0.43%) 오른 34만8500원에 거래된다.... ,2024-07-02
LG 에너지솔루션,LG에너지솔루션 '전기차용 LFP 배터리' 첫 대규모 수주,https://www.yna.co.kr/view/PYH20240702016100003?input=1196m," LG에너지솔루션은 1일(현지시간) 프랑스 파리에 위치한 르노 본사에서 르노의 전기차 부문 '암페어'와 전기차용 파우치 LFP 배터리 공급계약을 체결했다고 2일 밝혔다. 사진은 왼쪽부터 질 르 보르네 르노 CTO(부사장), 최승돈 LG에너지솔루션 자동차개발센터장(부사장), 프랑스아 프로보 르노 CPO... ",2024-07-02
LG 에너지솔루션,"“중국 텃밭 뚫었다”…LG엔솔, 르노 전기차용 LFP 대규모 수주",https://www.busan.com/view/busan/view.php?code=2024070209330147817, LG에너지솔루션이 전기차용 LFP(리튬인산철) 배터리 첫 대규모 수주에 성공했다고 2일 밝혔다. LG에너지솔루션은 르노(Renault)의 전기차 부문 ‘암페어(Ampere)’와 1일(현지시간) 프랑스 파리 르노 본사에서 전기차용 파우치 LFP 배터리 공급계약을 체결했다고 밝혔다. 공급기간은 2025년 말부터 2030년까지 총... ,2024-07-02
LG 에너지솔루션,"""전기차 500만대 분 리튬 공급 계약 체결""",http://www.fnnews.com/news/202407021451151308, LG에너지솔루션은 호주 리튬 광산 업체 라이온타운사와 대규모 리튬 정광 공급 및 전환사채 투자 계약을 체결했다고 2일 밝혔다. 리튬 정광은 리튬 광석을 가공해 농축한 고순도 원자재로 고용량 전기차 배터리의 핵심 원료인 수산화리튬의 원료가 된다. LG에너지솔루션은 지난 2022년 5월 라이온타운과 리튬... ,2024-07-02
LG 에너지솔루션,"中 텃밭 뚫은 LG엔솔, 전기차용 LFP 첫 대규모 수주",https://www.kgnews.co.kr/news/article.html?no=799759, 5년간 39GWh 공급…전기차 59만 대분 LG에너지솔루션이 전기차용 LFP(리튬·인산·철) 배터리 첫 대규모 수주에 성공했다. 1일(현지시간) LG에너지솔루션은 르노(Renault)의 전기차 부문 ‘암페어(Ampere)’와 프랑스 파리에 위치한 르노 본사에서 전기차용 파우치 LFP 배터리 공급계약을 체결했다고 밝혔다.... ,2024-07-02
LG 에너지솔루션,LG에너지솔루션 국내 첫 '전기차용 LFP배터리' 대규모 수주,http://www.seoulwire.com/news/articleView.html?idxno=614208," LG에너지솔루션이 전기차용 LFP(리튬인산철) 배터리 첫 대규모 수주에 성공했다고 2일 밝혔다. 지난 1일(현지시간) LG에너지솔루션은 르노(Renault)의 전기차 부문 '암페어(Ampere)'와 프랑스 파리에 위치한 르노 본사에서 서원준 LG에너지솔루션 자동차전지 사업부장 부사장, 최승돈 자동차개발센터장 부사장... ",2024-07-02
LG 에너지솔루션,"'캐즘' 빠진 이차전지, 수출 바닥 찍었나…두 달 연속 증가",https://news.sbs.co.kr/news/endPage.do?news_id=N1007707710&plink=ORI&cooper=NAVER, ▲ LG에너지솔루션 오창 에너지플랜트의 배터리 생산 라인 전기차 시장의 '캐즘'(Chasm·일시적 수요 정체) 여파로 부진했던 한국의 이차전지 수출이 최근 두 달 연속으로 증가해 이차전지 수출이 저점을 지나 회복 추세에 접어들었을 가능성이 제기됩니다. 산업통상자원부에 따르면 올해 상반기 한국의... ,2024-07-03
LG 에너지솔루션,"현대차그룹, 인도네시아서 배터리셀-전기차 생산체제 구축",https://www.busan.com/view/busan/view.php?code=2024070309233311304, 현대차그룹은 LG에너지솔루션과 합작한 배터리셀 공장 ‘HLI그린파워’를 준공했다. 현대차 인도네시아공장은 HLI그린파워에서 생산한 배터리셀을 장착해 ‘디 올 뉴 코나 일렉트릭’ 양산을 시작한다. 이에 따라 현대차그룹은 인도네시아 최초로 전기차 배터리셀부터 완성차까지 현지에서 일괄 생산 시스템을... ,2024-07-03
